Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
free items ottawa,31,31,260,26,0.00,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0,31500000,"[43,43,66,54,66,100,54,43,43,35,22,54]",2026-01-29,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
shared moving trucks,12,12,320,19,4.64,https://www.firstratemovers.com/consolidated-moves-between-cities-can-save-you-money/,0,0,0.00,0.76,171,"[66,54,66,66,66,54,66,66,100,81,66,100]",2026-03-23,"Video, People also ask, Related searches, AI overview",informational,Organic
mover box,38,38,90,32,0.84,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,109000000,"[3,7,19,26,42,42,53,34,100,19,26,19]",2026-02-23,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
mover and packer,9,9,90,7,8.13,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.92,21000000,"[10,100,7,23,43,12,12,10,12,7,10,10]",2026-02-28,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Organic
professional movers ottawa,48,48,590,48,6.66,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.52,1300000,"[59,39,39,48,72,100,72,59,59,48,72,39]",2026-03-24,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
moving on express,9,9,90,21,2.44,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.2,629000000,"[81,81,63,63,63,63,81,100,81,81,100,81]",2026-03-02,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,People also ask
ottawa distance toronto,82,82,480,14,0.00,https://www.firstratemovers.com/what-to-know-about-moving-from-ottawa-to-toronto/,0,0,0.00,0,0,"[36,6,36,100,36,67,24,0,45,24,36,30]",2026-03-12,"Video, Image, Related searches",informational,Organic
ottawa distance toronto,92,92,480,14,0.00,https://www.firstratemovers.com/what-to-know-about-moving-from-ottawa-to-toronto/,0,0,0.00,0,0,"[36,6,36,100,36,67,24,0,45,24,36,30]",2026-03-12,"Video, Image, Related searches",informational,Organic
movers packing,13,13,140,19,6.19,https://www.firstratemovers.com/how-to-pack-for-your-move/,0,0,0.00,0.95,0,"[66,43,100,53,43,43,10,5,7,17,2,28]",2026-03-17,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
ottawa best movers reviews,7,7,50,15,2.90,https://www.firstratemovers.com/reviews/,0,0,0.00,0.61,1100000,"[0,7,7,100,7,7,7,7]",2026-02-17,"Knowledge panel, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
ottawa best movers reviews,74,74,50,15,2.90,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,0,0,0.00,0.61,1100000,"[0,7,7,100,7,7,7,7]",2026-02-17,"Knowledge panel, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
boxes ottawa,19,19,70,21,14.38,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.93,24300000,"[41,41,29,52,41,41,64,52,41,52,52,41]",2026-03-02,"Local pack, Sitelinks, Image, Popular products, Related searches",commercial,Organic
hiring movers,19,19,210,25,4.49,https://www.firstratemovers.com/,0,0,0.00,0.97,11900000,"[65,65,65,80,100,80,65,100,80,65,53,53]",2026-03-01,"Local pack, Sitelinks, Video, Jobs search, Related searches",commercial,Organic
urgent moving service,10,10,50,10,6.65,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.58,76700000,"[14,14,14,14,21,28,14,64,64,64,100,78]",2026-02-16,"Local pack, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,People also ask
helping with furniture ottawa,15,15,170,24,2.85,https://www.firstratemovers.com/furniture-donation-disposal/,0,0,0.00,0.12,50000000,"[42,42,53,65,65,53,65,65,80,80,100,53]",2026-03-25,"Knowledge panel, Sitelinks, Video, Related searches, Short videos",navigational,Organic
moving company gatineau,77,77,260,20,4.12,https://www.firstratemovers.com/,0,0,0.00,0.47,1320000,"[9,14,14,14,17,14,26,21,26,100,17,17]",2026-03-03,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
best long distance moving services,67,67,210,26,9.18,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.04,181000000,"[28,35,66,43,66,53,53,53,35,100,82,43]",2026-03-03,"Local pack, Sitelinks, Video, Featured snippet, People also ask, Related searches, Discussions and forums",commercial,Organic
old furniture recycling,88,88,90,29,2.45,https://www.firstratemovers.com/furniture-donation-disposal/,0,0,0.00,0.9,42000000,"[53,53,53,53,53,53,53,15,15,15,11,15]",2026-02-11,"Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
cheap movers in brampton,1,1,110,30,3.70,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.92,925000,"[33,52,33,33,42,42,42,66,52,52,66,66]",2026-02-14,"Local pack, People also ask, Related searches, Discussions and forums",commercial,People also ask
cheap storage units ottawa,45,45,110,39,4.21,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.91,10100000,"[26,26,26,42,42,42,53,34,53,53,42,34]",2026-03-03,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
mississauga movers flat rate,57,57,50,17,8.12,https://www.firstratemovers.com/moving-from-ottawa-to-toronto/,0,0,0.00,0.73,112,"[11,15,15,11,15,11,42,42,19,34,26,19]",2026-03-23,"Local pack, Sitelinks, People also ask, Related searches, AI overview",informational,Organic
moving company cambridge,1,1,210,46,6.62,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.72,152000000,"[9,12,19,29,29,23,9,36,44,36,36,36]",2026-03-01,"Local pack, Image, People also ask, Related searches",commercial,People also ask
flat rate movers,16,16,110,5,5.88,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.93,131,"[15,15,21,21,21,28,43,43,43,43,34,65]",2026-03-26,"Local pack, Video, People also ask, Related searches",commercial,Organic
flat rate movers,21,21,110,5,5.88,https://www.firstratemovers.com/whats-a-consolidated-move/,0,0,0.00,0.93,131,"[15,15,21,21,21,28,43,43,43,43,34,65]",2026-03-26,"Local pack, Video, People also ask, Related searches",commercial,Organic
flat rate movers,49,49,110,5,5.88,https://www.firstratemovers.com/consolidated-moving-services/,0,0,0.00,0.93,131,"[15,15,21,21,21,28,43,43,43,43,34,65]",2026-03-26,"Local pack, Video, People also ask, Related searches",commercial,Organic
amj toronto,1,1,110,23,2.47,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.28,376000,"[100,78,50,64,64,100,100,100,78,78,100,64]",2026-03-03,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches","informational, transactional",People also ask
moving and packing company,10,10,110,31,5.27,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.94,90000000,"[28,17,23,28,100,12,23,17,17,12,12,17]",2026-01-28,"Local pack, Video, People also ask, Related searches",commercial,Organic
toronto long distance moving,40,40,50,22,8.38,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.42,15100000,"[0,0,0,7,21,35,14,78,78,64,100,100]",2026-02-16,"Local pack, Sitelinks, Ads bottom, People also ask, Related searches, AI overview",commercial,Organic
toronto long distance moving,45,45,50,22,8.38,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.42,15100000,"[0,0,0,7,21,35,14,78,78,64,100,100]",2026-02-16,"Local pack, Sitelinks, Ads bottom, People also ask, Related searches, AI overview",commercial,Organic
movers in sault ste marie ontario,4,4,90,15,1.68,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.57,137000,"[64,64,50,100,78,78,21,50,78,50,50,50]",2026-03-03,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,People also ask
moving companies in ottawa ontario,83,83,390,47,6.95,https://www.firstratemovers.com/local-moving-in-ottawa/,0,0,0.00,0.86,7560000,"[30,34,3,3,3,3,4,24,5,16,7,3]",2026-01-29,"Local pack, People also ask, Related searches",commercial,Organic
moving checklist ontario,55,50,590,21,0.71,https://www.firstratemovers.com/moving-checklist/,0,0,0.00,0.26,21600000,"[54,44,67,67,67,67,81,67,81,67,67,67]",2026-03-27,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
movers and packers,37,37,390,24,7.62,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.99,40600000,"[21,48,59,26,48,48,32,48,32,39,48,39]",2026-03-20,"Local pack, Video, Related searches, AI overview",commercial,Organic
fast moving services,8,8,70,15,2.01,https://www.firstratemovers.com/stittsville/,0,0,0.00,0.11,639000000,"[81,63,63,63,63,63,100,63,63,81,63,63]",2026-02-27,"Local pack, People also ask, Related searches, AI overview",commercial,Organic
furniture moving company,29,29,140,42,4.04,https://www.firstratemovers.com/,0,0,0.00,0.55,124,"[8,8,8,15,18,11,15,11,18,35,28,81]",2026-03-05,"Local pack, Video, People also ask, Related searches",commercial,Organic
appliance movers near me,17,17,50,7,2.61,https://www.firstratemovers.com/preparing-appliances/,0,0,0.00,0.85,202,"[2,5,2,3,4,3,4,6,3,1,1,1]",2026-03-05,"Knowledge panel, Video, People also ask, Related searches, AI overview",transactional,Organic
appliance movers near me,35,35,50,7,2.61,https://www.firstratemovers.com/preparing-appliances/,0,0,0.00,0.85,202,"[2,5,2,3,4,3,4,6,3,1,1,1]",2026-03-05,"Knowledge panel, Video, People also ask, Related searches, AI overview",transactional,Organic
packing services toronto,49,49,320,13,6.20,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.88,17500000,"[12,10,19,12,10,12,15,44,54,67,81,100]",2026-03-01,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
packing services toronto,50,50,320,13,6.20,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.88,17500000,"[12,10,19,12,10,12,15,44,54,67,81,100]",2026-03-01,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
self storage kanata,50,50,70,27,4.54,https://www.firstratemovers.com/ottawa-self-storage/,0,0,0.00,0.89,0,"[81,36,63,81,63,45,81,100,45,81,81,100]",2026-03-14,"Local pack, Image, Related searches",commercial,Organic
inner city moving & storage company,1,1,70,28,0.00,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.11,8310000,"[35,50,50,50,100,50,78,14,50,50,50,35]",2026-02-28,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,People also ask
bob the mover,92,92,170,24,2.35,https://www.firstratemovers.com/,0,0,0.00,0.39,14500000,"[34,43,100,53,81,65,53,81,53,53,43,34]",2026-02-17,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
economical movers ottawa,18,18,110,22,8.21,https://www.firstratemovers.com/,0,0,0.00,0.42,403000,"[29,29,82,64,64,64,64,64,100,82,82,64]",2026-03-23,"Knowledge panel, Sitelinks, People also ask, Related searches","informational, transactional",Organic
economical movers ottawa,43,43,110,22,8.21,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.42,403000,"[29,29,82,64,64,64,64,64,100,82,82,64]",2026-03-23,"Knowledge panel, Sitelinks, People also ask, Related searches","informational, transactional",Organic
economical movers ottawa,70,70,110,22,8.21,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.42,403000,"[29,29,82,64,64,64,64,64,100,82,82,64]",2026-03-23,"Knowledge panel, Sitelinks, People also ask, Related searches","informational, transactional",Organic
movers estimate,1,1,50,11,6.87,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.81,22100000,"[0,45,27,45,27,27,18,63,63,100,81,18]",2026-02-21,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,AI overview
movers estimate,16,16,50,11,6.87,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.81,22100000,"[0,45,27,45,27,27,18,63,63,100,81,18]",2026-02-21,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
movers estimate,56,56,50,11,6.87,https://www.firstratemovers.com/moving-quotes/,0,0,0.00,0.81,22100000,"[0,45,27,45,27,27,18,63,63,100,81,18]",2026-02-21,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
movers estimate,80,80,50,11,6.87,https://www.firstratemovers.com/moving-quotes/,0,0,0.00,0.81,22100000,"[0,45,27,45,27,27,18,63,63,100,81,18]",2026-02-21,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
movers estimate,90,90,50,11,6.87,https://www.firstratemovers.com/moving-quotes/,0,0,0.00,0.81,22100000,"[0,45,27,45,27,27,18,63,63,100,81,18]",2026-02-21,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
small movers ottawa,30,30,170,14,2.80,https://www.firstratemovers.com/,0,0,0.00,0.94,0,"[23,28,28,28,35,28,53,82,53,53,66,53]",2026-03-10,"Local pack, Sitelinks, Related searches",commercial,Organic
small movers ottawa,98,98,170,14,2.80,https://www.firstratemovers.com/,0,0,0.00,0.94,0,"[23,28,28,28,35,28,53,82,53,53,66,53]",2026-03-10,"Local pack, Sitelinks, Related searches",commercial,Organic
where can you get moving boxes,35,35,90,31,0.98,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,0,"[1,5,23,18,6,18,15,18,35,44,5,8]",2026-03-14,"Local pack, Sitelinks, Video, Image, Popular products, Related searches, AI overview",transactional,Organic
faster moving services,27,27,50,12,2.01,https://www.firstratemovers.com/stittsville/,0,0,0.00,0.11,1450000000,"[81,63,63,81,0,63,0,81,63,81,63,9]",2026-02-09,"Knowledge panel, Related searches",navigational,Organic
faster moving services,95,95,50,12,2.01,https://www.firstratemovers.com/,0,0,0.00,0.11,1450000000,"[81,63,63,81,0,63,0,81,63,81,63,9]",2026-02-09,"Knowledge panel, Related searches",navigational,Organic
packers movers company,8,8,170,20,7.62,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.84,24900000,"[66,43,22,100,35,22,54,43,0,4,6,8]",2026-03-23,"Local pack, Video, People also ask, Related searches, AI overview",informational,Organic
ottawa piano moving services,16,16,110,17,2.15,https://www.firstratemovers.com/ottawa-piano-movers/,0,0,0.00,0.4,696000,"[7,7,100,65,80,53,34,26,26,100,34,26]",2026-02-17,"Local pack, Image, People also ask, Related searches",commercial,Organic
moving company long distance,29,29,720,40,9.22,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.18,514000000,"[21,32,88,100,100,72,59,59,59,100,88,72]",2026-02-21,"Video, People also ask, Related searches, AI overview",informational,Organic
moving company long distance,32,32,720,40,9.22,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.18,514000000,"[21,32,88,100,100,72,59,59,59,100,88,72]",2026-02-21,"Video, People also ask, Related searches, AI overview",informational,Organic
re store ottawa,32,32,170,37,1.02,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0.13,116000000,"[20,20,4,8,10,10,8,10,16,10,13,8]",2026-02-04,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
re store ottawa,83,83,170,37,1.02,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0.13,116000000,"[20,20,4,8,10,10,8,10,16,10,13,8]",2026-02-04,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
long distance mover,21,21,170,23,9.22,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.18,22200000,"[7,7,2,10,12,2,12,100,82,66,82,100]",2026-02-26,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
omni moving experts,5,5,90,32,1.79,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.2,5900000,"[52,52,52,52,52,33,42,52,33,42,42,42]",2026-02-14,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,People also ask
ottawa senior moves,86,86,170,16,0.00,https://www.firstratemovers.com/,0,0,0.00,0,14400000,"[42,19,80,65,100,100,80,100,34,15,65,65]",2026-02-24,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
mini storage ottawa,49,49,1000,37,3.65,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.71,14200000,"[68,68,37,31,100,31,20,20,37,37,84,68]",2026-02-25,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
mini storage ottawa,51,51,1000,37,3.65,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.71,14200000,"[68,68,37,31,100,31,20,20,37,37,84,68]",2026-02-25,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
moving a television,3,3,170,6,2.00,https://www.firstratemovers.com/how-to-safely-move-your-big-screen-tv/,0,0,0.00,0.51,1260000000,"[23,28,23,23,23,23,23,23,23,28,28,35]",2026-02-27,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
small moving boxes,23,23,70,37,0.87,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.87,217000000,"[35,50,35,50,50,50,64,64,64,50,64,50]",2026-02-17,"Image pack, Sitelinks, Video, Image, Ads top, People also ask, Popular products, Related searches, Ads middle",commercial,Organic
moving services quotes,7,7,320,39,9.28,https://www.firstratemovers.com/moving-quotes/,0,0,0.00,0.42,167000000,"[66,66,54,66,66,66,66,66,66,81,66,66]",2026-01-31,"Local pack, Image pack, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Image pack
moving services quotes,41,41,320,39,9.28,https://www.firstratemovers.com/moving-quotes/,0,0,0.00,0.42,167000000,"[66,66,54,66,66,66,66,66,66,81,66,66]",2026-01-31,"Local pack, Image pack, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
packed boxes,94,94,50,29,1.37,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,477000000,"[11,19,19,15,15,15,15,0,26,11,100,0]",2026-02-21,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Popular products, Related searches","commercial, informational",Organic
how much does a moving service cost,30,30,720,6,2.60,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.8,0,"[100,76,100,76,67,76,24,36,24,24,20,20]",2026-03-15,"Video, Related searches, AI overview",informational,Organic
how much does a moving service cost,99,99,720,6,2.60,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.8,0,"[100,76,100,76,67,76,24,36,24,24,20,20]",2026-03-15,"Video, Related searches, AI overview",informational,Organic
moving companies ontario,29,29,390,51,6.99,https://www.firstratemovers.com/,0,0,0.00,0.66,270000000,"[23,44,66,66,54,44,81,81,81,66,81,66]",2026-03-22,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
moving companies ontario,47,47,390,51,6.99,https://www.firstratemovers.com/,0,0,0.00,0.66,270000000,"[23,44,66,66,54,44,81,81,81,66,81,66]",2026-03-22,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
top rated movers,52,52,110,23,5.86,https://www.firstratemovers.com/,0,0,0.00,0.7,0,"[43,28,28,43,34,43,43,21,28,43,28,15]",2026-03-15,"Knowledge panel, Sitelinks, Related searches, AI overview","commercial, informational",Organic
best moving co,24,24,210,41,5.79,https://www.firstratemovers.com/,0,0,0.00,0.57,1280000000,"[6,6,1,4,44,36,23,44,29,54,66,36]",2026-02-27,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
long-distance moving,27,27,170,26,5.32,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.66,0,"[2,2,4,2,2,2,54,81,66,66,100,54]",2026-03-17,"Local pack, Video, Related searches, Ads middle",commercial,Organic
long-distance moving,42,42,170,26,5.32,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.66,0,"[2,2,4,2,2,2,54,81,66,66,100,54]",2026-03-17,"Local pack, Video, Related searches, Ads middle",commercial,Organic
furniture bank ottawa,25,25,320,34,2.69,https://www.firstratemovers.com/furniture-donation-disposal/,0,0,0.00,0.07,10700000,"[54,54,54,66,66,66,66,100,81,81,81,81]",2026-02-04,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
great toronto movers,39,39,50,29,6.38,https://www.firstratemovers.com/moving-to-ottawa-from-toronto/,0,0,0.00,0.68,9830000,"[14,23,52,33,33,23,9,33,14,19,9,9]",2026-02-17,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
belleville movers,2,2,170,24,3.01,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.61,540000,"[53,53,65,53,80,11,80,100,100,80,65,53]",2026-03-03,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,People also ask
belleville movers,2,2,170,24,3.01,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.61,540000,"[53,53,65,53,80,11,80,100,100,80,65,53]",2026-03-03,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,People also ask
where can i purchase moving boxes,32,32,880,34,0.62,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,158000000,"[36,36,20,76,100,67,76,100,76,76,30,36]",2026-02-07,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",transactional,Organic
long distance moving company,45,45,880,31,9.22,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.18,443000000,"[20,16,16,16,20,20,16,36,36,36,36,36]",2026-02-06,"Local pack, Video, People also ask, Related searches",commercial,Organic
moving storage rental,37,37,320,34,2.85,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,1,347000000,"[66,66,54,66,66,66,66,66,66,100,66,66]",2026-02-17,"Local pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
shipping and packaging services,84,84,70,,2.39,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.01,180000000,"[5,5,5,5,5,5,5,5,5,5,100,82]",2026-02-16,"Local pack, Sitelinks, Video, Image, Ads top, Related searches, Ads middle",commercial,Organic
moving company for hire,16,16,90,36,4.49,https://www.firstratemovers.com/,0,0,0.00,0.97,149000000,"[0,0,0,0,0,100,0,100,65,42,42,42]",2026-02-06,"Local pack, Sitelinks, Video, Ads top, People also ask, Related searches, Ads middle",commercial,Organic
moving company for hire,32,32,90,36,4.49,https://www.firstratemovers.com/,0,0,0.00,0.97,149000000,"[0,0,0,0,0,100,0,100,65,42,42,42]",2026-02-06,"Local pack, Sitelinks, Video, Ads top, People also ask, Related searches, Ads middle",commercial,Organic
get rid of sofa,47,47,170,23,3.00,https://www.firstratemovers.com/furniture-donation-disposal/,0,0,0.00,0.94,99500000,"[35,35,35,43,53,43,35,35,35,66,28,35]",2026-02-11,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",transactional,Organic
move moving company,33,33,480,66,6.74,https://www.firstratemovers.com/,0,0,0.00,0.33,1230000000,"[0,1,0,5,13,0,1,2,1,30,100,30]",2026-01-28,"Local pack, Image, People also ask, Related searches",commercial,Organic
low cost long distance moving companies,61,61,260,22,4.65,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.14,213000000,"[15,23,54,81,66,44,23,23,23,100,18,15]",2026-03-05,"Video, People also ask, Related searches, AI overview",commercial,Organic
how to go to ottawa from toronto,85,85,140,24,0.26,https://www.firstratemovers.com/moving-to-ottawa-from-toronto/,0,0,0.00,0.68,136000000,"[4,4,5,5,7,8,5,3,7,4,5,3]",2026-02-09,"Sitelinks, Video, People also ask, Related searches, Discussions and forums",informational,Organic
movers manotick,9,9,70,,0.00,https://www.firstratemovers.com/manotick/,0,0,0.00,0,180000,"[4,0,0,0,4,0,4,80,80,66,100,100]",2026-02-21,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask",informational,Image pack
how much is movers,79,79,50,10,2.60,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.8,227,"[6,2,2,81,0,0,6,8,6,6,2,8]",2026-03-23,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
what do moving companies do,39,39,320,14,2.24,https://www.firstratemovers.com/faq/,0,0,0.00,0.48,152,"[54,54,44,54,54,54,54,66,66,100,66,28]",2026-03-04,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
ottawa storage,19,19,260,40,3.65,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.71,51900000,"[9,21,21,26,48,59,26,21,26,26,17,26]",2026-02-03,"Local pack, Sitelinks, Image, Ads top, Ads bottom, People also ask, Related searches",commercial,Organic
ottawa storage,22,22,260,40,3.65,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.71,51900000,"[9,21,21,26,48,59,26,21,26,26,17,26]",2026-02-03,"Local pack, Sitelinks, Image, Ads top, Ads bottom, People also ask, Related searches",commercial,Organic
first rate,40,40,170,53,0.00,https://www.firstratemovers.com/reviews/,0,0,0.00,0,2410000000,"[80,65,53,65,65,80,65,65,53,42,53,65]",2026-03-22,"Instant answer, Knowledge panel, Video, Image, Related searches, AI overview",informational,Organic
best moving company,14,24,260,27,5.64,https://www.firstratemovers.com/,0,0,0.00,0.59,150,"[5,5,24,7,7,7,20,8,8,10,10,10]",2026-03-27,"Local pack, Video, People also ask, Related searches",commercial,Organic
toronto moving services,31,31,480,62,10.96,https://www.firstratemovers.com/moving-from-ottawa-to-toronto/,0,0,0.00,0.94,0,"[3,13,16,5,76,3,55,100,76,30,30,36]",2026-03-10,"Local pack, Video, Image, Related searches",commercial,Organic
packing moving service,16,16,110,20,0.00,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.5,0,"[0,66,100,0,54,43,0,2,0,2,4,6]",2026-03-08,"Local pack, Video, Related searches",commercial,Organic
packing near me,27,27,110,38,0.00,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.23,0,"[26,26,26,34,42,42,53,65,53,53,34,34]",2026-03-14,"Local pack, Sitelinks, Video, Image, Ads bottom, Popular products, Related searches",transactional,Organic
checkers movers ottawa,41,41,50,30,5.64,https://www.firstratemovers.com/moving-checklist/,0,0,0.00,0.58,11700,"[7,7,7,7,7,42,42,53,7,7,7,7]",2026-03-23,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
cobourg movers,2,2,110,6,3.97,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.64,28800,"[33,33,42,80,100,66,42,33,33,33,33,33]",2026-03-05,"Local pack, Video, Image, People also ask, Related searches",commercial,People also ask
how much do movers charge,28,28,110,14,2.20,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.79,27200000,"[78,100,100,100,78,78,100,100,78,78,64,64]",2026-03-03,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how much do movers charge,31,31,110,14,2.20,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.79,27200000,"[78,100,100,100,78,78,100,100,78,78,64,64]",2026-03-03,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
cheapest place to buy moving boxes,69,69,320,32,0.58,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,142000000,"[26,32,32,39,32,32,32,32,32,48,39,32]",2026-02-28,"Local pack, Sitelinks, Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview",transactional,Organic
self storage ottawa,38,38,1000,43,3.83,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.78,24900000,"[25,31,20,31,84,31,100,68,52,100,68,31]",2026-03-25,"Local pack, Image, Related searches",commercial,Organic
