Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
long distance movers ottawa,53,53,260,24,8.43,https://prestigemoving.ca/long-distance-movers-ottawa,0,0,0.00,0.4,0,"[35,43,81,29,43,29,54,66,66,81,81,100]",2026-03-12,"Local pack, Video, Related searches",commercial,Organic
long distance movers ottawa,67,67,260,24,8.43,https://prestigemoving.ca/stress-free-long-distance-moves-from-ottawa-prestiges-proven-process/,0,0,0.00,0.4,0,"[35,43,81,29,43,29,54,66,66,81,81,100]",2026-03-12,"Local pack, Video, Related searches",commercial,Organic
long distance movers ottawa,95,95,260,24,8.43,https://prestigemoving.ca/service/long-distance-moving-service-in-ottawa/,0,0,0.00,0.4,0,"[35,43,81,29,43,29,54,66,66,81,81,100]",2026-03-12,"Local pack, Video, Related searches",commercial,Organic
best long distance movers,43,43,480,25,9.18,https://prestigemoving.ca/best-rated-ottawa-movers-2025/,0,0,0.00,0.04,16900000,"[7,7,8,7,7,7,16,16,13,16,13,16]",2026-01-22,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",commercial,Organic
piano removal,45,45,170,11,7.83,https://prestigemoving.ca/services/piano-moving,0,0,0.00,0.76,0,"[15,23,23,23,28,18,44,44,35,28,23,54]",2026-03-10,"Local pack, Sitelinks, Video, Ads bottom, Related searches, Discussions and forums",commercial,Organic
piano removal,70,70,170,11,7.83,https://prestigemoving.ca/services/piano-moving,0,0,0.00,0.76,0,"[15,23,23,23,28,18,44,44,35,28,23,54]",2026-03-10,"Local pack, Sitelinks, Video, Ads bottom, Related searches, Discussions and forums",commercial,Organic
toronto to ottawa driving time,42,42,70,20,0.00,https://prestigemoving.ca/blog/ottawa-to-toronto-moving-guide-cost-timeline-best-route,0,0,0.00,0,11300000,"[9,9,9,9,52,42,23,42,52,33,52,52]",2026-02-21,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
movers from toronto to ottawa,34,34,70,4,8.53,https://prestigemoving.ca/moving-from-ottawa-to-toronto,0,0,0.00,0.4,0,"[4,4,14,23,19,100,33,42,23,42,33,33]",2026-03-16,"Sitelinks, Video, Related searches, AI overview",informational,Organic
movers from toronto to ottawa,48,48,70,4,8.53,https://prestigemoving.ca/ottawa-to-toronto-movers,0,0,0.00,0.4,0,"[4,4,14,23,19,100,33,42,23,42,33,33]",2026-03-16,"Sitelinks, Video, Related searches, AI overview",informational,Organic
office mover,5,5,210,38,17.42,https://prestigemoving.ca/blog/the-best-day-of-the-week-to-move,0,0,0.00,0.3,2630000000,"[66,28,12,12,23,35,43,82,100,66,66,100]",2026-02-27,"Knowledge panel, Local pack, Video, Image, Video Carousel, People also ask, Related searches",commercial,People also ask
what to change when moving address,82,82,70,31,0.00,https://prestigemoving.ca/blog/post-move-to-do-list-ottawa,0,0,0.00,0.01,1170000000,"[18,100,18,100,100,100,81,81,63,63,63,63]",2026-02-26,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
long distance movers vancouver bc,24,24,110,32,15.29,https://vancouver.prestigemoving.ca/services/long-distance-moving,0,0,0.00,0.12,0,"[34,81,53,53,43,6,15,15,100,28,12,15]",2026-03-09,"Local pack, Image, Related searches",commercial,Organic
moving supplies,70,70,1900,41,2.02,https://prestigemoving.ca/services/moving-supplies,0,0,0.00,0.78,0,"[36,36,36,36,36,52,66,66,66,80,80,100]",2026-03-19,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
does one tip movers,51,51,140,12,0.07,https://prestigemoving.ca/tipping-movers-ottawa/,0,0,0.00,0.02,25600000,"[53,65,81,81,100,0,0,0,81,0,0,0]",2026-02-11,"Sitelinks, Video, Featured snippet, People also ask, Related searches, Short videos",informational,Organic
how much tip mover,38,38,210,14,0.76,https://prestigemoving.ca/tipping-movers-ottawa/,0,0,0.00,0.01,51800000,"[66,54,66,54,81,100,0,2,100,0,0,2]",2026-02-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
how much tip mover,39,39,210,14,0.76,https://prestigemoving.ca/tipping-movers-ottawa/,0,0,0.00,0.01,51800000,"[66,54,66,54,81,100,0,2,100,0,0,2]",2026-02-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
residential moving service,16,16,110,56,12.12,https://prestigemoving.ca/,0,0,0.00,0.03,0,"[5,8,8,8,8,5,28,18,15,23,11,81]",2026-03-16,"Local pack, Video, Related searches",commercial,Organic
furniture movers edmonton alberta,85,85,110,31,4.89,https://prestigemoving.ca/moving-from-ottawa-to-edmonton,0,0,0.00,0.71,0,"[82,64,82,82,100,82,52,52,100,82,41,29]",2026-03-16,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
condo moving companies,33,33,110,13,5.25,https://prestigemoving.ca/blog/best-ottawa-moving-company-for-condo-relocation-services,0,0,0.00,0.2,22500000,"[6,6,6,34,34,34,34,34,28,34,34,100]",2026-02-26,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
best long distance moving company,55,55,390,34,9.18,https://prestigemoving.ca/best-rated-ottawa-movers-2025/,0,0,0.00,0.04,360000000,"[54,54,54,54,54,54,54,81,81,100,100,100]",2026-02-13,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
climate controlled storage,44,44,2900,21,3.60,https://vancouver.prestigemoving.ca/services/storage-solutions,0,0,0.00,0.37,0,"[35,29,44,35,44,44,66,66,81,81,66,81]",2026-03-19,"Knowledge panel, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
elevator move in,10,10,140,6,0.00,https://prestigemoving.ca/blog/ottawa-high-rise-moves,0,0,0.00,0,76500000,"[100,0,0,0,0,0]",2026-02-18,"Video, People also ask, Related searches, AI overview",informational,Organic
elevator move in,11,11,140,6,0.00,https://prestigemoving.ca/blog/ottawa-high-rise-moves,0,0,0.00,0,76500000,"[100,0,0,0,0,0]",2026-02-18,"Video, People also ask, Related searches, AI overview",informational,Organic
elevator move in,50,50,140,6,0.00,https://prestigemoving.ca/downtown-toronto-movers-guide/,0,0,0.00,0,76500000,"[100,0,0,0,0,0]",2026-02-18,"Video, People also ask, Related searches, AI overview",informational,Organic
best moving companies vancouver bc,81,81,170,38,8.29,https://vancouver.prestigemoving.ca/,0,0,0.00,0.93,26600000,"[34,42,80,80,42,65,53,53,65,100,53,42]",2026-03-03,"Local pack, People also ask, Related searches, Discussions and forums",commercial,Organic
student moving,26,26,70,4,3.98,https://prestigemoving.ca/service/student-moving-service-in-ottawa/,0,0,0.00,0.29,1400000000,"[0,0,0,9,14,23,9,66,66,66,100,100]",2026-02-05,"Video, Related searches, AI overview",informational,Organic
student moving,68,68,70,4,3.98,https://prestigemoving.ca/student-moving-services-in-ottawa-prestige-moving/,0,0,0.00,0.29,1400000000,"[0,0,0,9,14,23,9,66,66,66,100,100]",2026-02-05,"Video, Related searches, AI overview",informational,Organic
university moving services,99,99,170,14,0.00,https://prestigemoving.ca/services/student-moving,0,0,0.00,0,0,"[0,1,1,1,1,1,100,5,3,0,0,1]",2026-03-07,"Local pack, Video, Related searches",commercial,Organic
long distance moving companies ottawa,24,24,210,15,8.43,https://prestigemoving.ca/long-distance-movers-ottawa,0,0,0.00,0.4,0,"[29,66,54,43,35,29,54,54,43,35,35,35]",2026-03-10,"Local pack, Video, Related searches",commercial,Organic
long distance moving companies ottawa,31,31,210,15,8.43,https://prestigemoving.ca/stress-free-long-distance-moves-from-ottawa-prestiges-proven-process/,0,0,0.00,0.4,0,"[29,66,54,43,35,29,54,54,43,35,35,35]",2026-03-10,"Local pack, Video, Related searches",commercial,Organic
long distance moving companies ottawa,95,95,210,15,8.43,https://prestigemoving.ca/service/long-distance-moving-service-in-ottawa/,0,0,0.00,0.4,0,"[29,66,54,43,35,29,54,54,43,35,35,35]",2026-03-10,"Local pack, Video, Related searches",commercial,Organic
moving rate calculator,72,72,140,19,2.90,https://prestigemoving.ca/calculator,0,0,0.00,0.53,102000000,"[82,100,82,82,82,64,64,41,64,100,64,82]",2026-03-03,"Video, Ads top, People also ask, Related searches, Ads middle",commercial,Organic
cheapest movers in vancouver,28,28,50,21,6.52,https://vancouver.prestigemoving.ca/,0,0,0.00,1,152000,"[0,0,100,100,100,64,64,0,7,0,0,0]",2026-02-22,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
cheapest movers in vancouver,36,36,50,21,6.52,https://vancouver.prestigemoving.ca/,0,0,0.00,1,152000,"[0,0,100,100,100,64,64,0,7,0,0,0]",2026-02-22,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
moving companies long distance best,64,64,210,27,9.18,https://prestigemoving.ca/blog/best-rated-ottawa-movers-2025,0,0,0.00,0.04,150,"[28,43,53,43,35,35,53,53,35,100,82,43]",2026-03-05,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
best moving companies in calgary,2,2,70,48,7.18,http://prestigemoving.ca/moving-companies-near-me-the-ultimate-guide-to-choosing-the-best-movers-in-your-area/,0,0,0.00,0.91,65700000,"[12,12,12,15,21,15,53,12,15,21,28,15]",2026-02-09,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,People also ask
do you tip movers canada,25,25,110,,0.49,https://prestigemoving.ca/tipping-movers-ottawa/,0,0,0.00,0.03,3750000,"[42,42,34,42,42,42,53,53,53,53,42,34]",2026-01-24,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
long distance moving company ottawa,1,1,110,23,7.61,https://prestigemoving.ca/best-rated-ottawa-movers-2025/,0,0,0.00,0.53,2420000,"[0,15,18,28,15,11,11,28,28,28,28,28]",2026-02-06,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,AI overview
long distance moving company ottawa,9,9,110,23,7.61,https://prestigemoving.ca/,0,0,0.00,0.53,2420000,"[0,15,18,28,15,11,11,28,28,28,28,28]",2026-02-06,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
long distance moving company ottawa,36,36,110,23,7.61,https://prestigemoving.ca/service/long-distance-moving-service-in-ottawa/,0,0,0.00,0.53,2420000,"[0,15,18,28,15,11,11,28,28,28,28,28]",2026-02-06,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
long distance moving company ottawa,72,72,110,23,7.61,https://prestigemoving.ca/top-10-ottawa-movers-reviewed-who-deserves-your-trust/,0,0,0.00,0.53,2420000,"[0,15,18,28,15,11,11,28,28,28,28,28]",2026-02-06,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
local movers ottawa,25,25,140,46,5.40,https://prestigemoving.ca/top-10-ottawa-movers-reviewed-who-deserves-your-trust/,0,0,0.00,0.72,744000,"[12,35,12,23,23,23,28,66,53,43,53,53]",2026-01-27,"Local pack, People also ask, Related searches",commercial,Organic
local movers ottawa,51,51,140,46,5.40,https://prestigemoving.ca/local-movers-in-ottawa/,0,0,0.00,0.72,744000,"[12,35,12,23,23,23,28,66,53,43,53,53]",2026-01-27,"Local pack, People also ask, Related searches",commercial,Organic
piano movers ottawa ontario,10,10,210,30,2.30,https://prestigemoving.ca/services/piano-moving,0,0,0.00,0.94,68600,"[43,66,53,43,66,53,43,43,53,66,43,43]",2026-02-22,"Local pack, Image, People also ask, Related searches",commercial,Organic
piano movers ottawa ontario,93,93,210,30,2.30,https://prestigemoving.ca/blog/piano-moving-ottawa-specialists,0,0,0.00,0.94,68600,"[43,66,53,43,66,53,43,43,53,66,43,43]",2026-02-22,"Local pack, Image, People also ask, Related searches",commercial,Organic
what to change address when moving,76,76,70,33,0.00,https://prestigemoving.ca/blog/post-move-to-do-list-ottawa,0,0,0.00,0.01,1170000000,"[18,100,18,100,100,100,81,81,63,63,63,63]",2026-02-26,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
moving company residential,82,82,720,44,8.61,https://prestigemoving.ca/services/residential-moving,0,0,0.00,0.03,0,"[45,67,67,45,36,36,30,30,100,100,100,67]",2026-03-14,"Local pack, Video, Related searches",commercial,Organic
packing help for seniors,83,83,170,8,1.81,https://vancouver.prestigemoving.ca/services/senior-moving,0,0,0.00,0.58,25800000,"[7,11,15,42,65,42,80,80,80,100,100,100]",2026-03-19,"Local pack, Video, Related searches, Discussions and forums, AI overview",informational,Organic
packing help for seniors,99,99,170,8,1.81,https://vancouver.prestigemoving.ca/services/senior-moving,0,0,0.00,0.58,25800000,"[7,11,15,42,65,42,80,80,80,100,100,100]",2026-03-19,"Local pack, Video, Related searches, Discussions and forums, AI overview",informational,Organic
professional movers ottawa,15,15,590,54,5.19,https://prestigemoving.ca/top-10-ottawa-movers-reviewed-who-deserves-your-trust/,0,0,0.00,0.38,1030000,"[48,59,39,39,48,72,100,72,59,59,48,72]",2026-01-26,"Knowledge panel, Sitelinks, People also ask, Related searches",informational,Organic
professional movers ottawa,77,77,590,54,5.19,https://prestigemoving.ca/hire-professional-movers-in-ottawa/,0,0,0.00,0.38,1030000,"[48,59,39,39,48,72,100,72,59,59,48,72]",2026-01-26,"Knowledge panel, Sitelinks, People also ask, Related searches",informational,Organic
moving company furniture,66,66,70,19,4.04,https://prestigemoving.ca/furniture-moving-services-in-ottawa/,0,0,0.00,0.55,172000000,"[64,100,28,35,35,35,64,35,50,50,64,64]",2026-01-25,"Local pack, Related searches",commercial,Organic
long distance moving vancouver,65,65,90,26,33.88,https://vancouver.prestigemoving.ca/,0,0,0.00,0.25,8690000,"[21,50,100,64,35,78,35,50,64,100,50,100]",2026-02-22,"Local pack, Sitelinks, Related searches",commercial,Organic
long distance moving vancouver,70,70,90,26,33.88,https://vancouver.prestigemoving.ca/,0,0,0.00,0.25,8690000,"[21,50,100,64,35,78,35,50,64,100,50,100]",2026-02-22,"Local pack, Sitelinks, Related searches",commercial,Organic
piano mover near me,55,55,110,13,2.95,https://prestigemoving.ca/services/piano-moving,0,0,0.00,0.67,0,"[23,42,33,19,19,14,66,80,42,66,80,100]",2026-03-08,"Local pack, Video, Image, Related searches",transactional,Organic
montreal to toronto movers,48,48,110,12,4.79,https://prestigemoving.ca/montreal-to-toronto-professional-movers-reliable-long-distance-moving-services/,0,0,0.00,0.55,2800000,"[23,23,19,42,100,23,19,80,100,66,66,42]",2026-01-28,"Sitelinks, People also ask, Related searches",commercial,Organic
ottawa best movers reviews,8,8,50,15,2.90,https://prestigemoving.ca/blog/best-rated-ottawa-movers-2025,0,0,0.00,0.61,1100000,"[0,7,7,100,7,7,7,7]",2026-02-17,"Knowledge panel, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
ottawa best movers reviews,23,23,50,15,2.90,https://prestigemoving.ca/best-movers-ottawa,0,0,0.00,0.61,1100000,"[0,7,7,100,7,7,7,7]",2026-02-17,"Knowledge panel, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
ottawa best movers reviews,61,61,50,15,2.90,https://prestigemoving.ca/blog/best-movers-in-ottawa-the-ultimate-guide-to-choosing-the-right-moving-company,0,0,0.00,0.61,1100000,"[0,7,7,100,7,7,7,7]",2026-02-17,"Knowledge panel, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
ottawa best movers reviews,93,93,50,15,2.90,https://prestigemoving.ca/blog/best-movers-in-ottawa-the-ultimate-guide-to-choosing-the-right-moving-company,0,0,0.00,0.61,1100000,"[0,7,7,100,7,7,7,7]",2026-02-17,"Knowledge panel, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
taylor moving & storage,1,1,170,32,2.60,https://prestigemoving.ca/blog/the-best-day-of-the-week-to-move,0,0,0.00,0.21,34500000,"[43,43,43,43,43,43,34,65,81,81,81,81]",2026-02-27,"Local pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, navigational",People also ask
urgent moving service,26,26,50,10,6.65,https://prestigemoving.ca/need-urgent-moving-services-in-ottawa-get-a-free-quote-fast/,0,0,0.00,0.58,76700000,"[14,14,14,14,21,28,14,64,64,64,100,78]",2026-02-16,"Local pack, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
same day moving services,32,32,170,25,7.80,https://prestigemoving.ca/need-urgent-moving-services-in-ottawa-get-a-free-quote-fast/,0,0,0.00,0.53,1590000000,"[17,12,10,12,35,28,12,66,53,53,100,100]",2026-02-06,"Local pack, Video, Related searches",commercial,Organic
same day moving services,94,94,170,25,7.80,https://prestigemoving.ca/top-rated-ottawa-movers-for-same-day-moving-services/,0,0,0.00,0.53,1590000000,"[17,12,10,12,35,28,12,66,53,53,100,100]",2026-02-06,"Local pack, Video, Related searches",commercial,Organic
best long distance moving services,35,35,210,26,9.18,https://prestigemoving.ca/blog/best-rated-ottawa-movers-2025,0,0,0.00,0.04,181000000,"[28,35,66,43,66,53,53,53,35,100,82,43]",2026-03-03,"Local pack, Sitelinks, Video, Featured snippet, People also ask, Related searches, Discussions and forums",commercial,Organic
long distance moving companies canada reviews,56,56,320,16,7.52,https://prestigemoving.ca/blog/best-rated-ottawa-movers-2025,0,0,0.00,0.33,6720000,"[66,66,54,66,66,66,66,66,66,100,81,81]",2026-02-19,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
long distance moving companies canada reviews,75,75,320,16,7.52,https://prestigemoving.ca/blog/best-rated-ottawa-movers-2025,0,0,0.00,0.33,6720000,"[66,66,54,66,66,66,66,66,66,100,81,81]",2026-02-19,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
exercise equipment movers,56,56,90,5,3.04,https://vancouver.prestigemoving.ca/services/specialty-item-moving,0,0,0.00,0.8,8000000,"[78,64,64,64,50,50,50,50,50,100,50,78]",2026-03-03,"Local pack, Sitelinks, Video, People also ask, Related searches, See results about, Discussions and forums",commercial,Organic
exercise equipment movers,65,65,90,5,3.04,https://vancouver.prestigemoving.ca/services/specialty-item-moving,0,0,0.00,0.8,8000000,"[78,64,64,64,50,50,50,50,50,100,50,78]",2026-03-03,"Local pack, Sitelinks, Video, People also ask, Related searches, See results about, Discussions and forums",commercial,Organic
moving from ottawa to toronto,1,1,110,6,8.15,https://prestigemoving.ca/long-distance-movers-from-ottawa-to-toronto/,0,0,0.00,0.88,81500000,"[33,33,33,66,9,9,9,100,100,100,100,80]",2026-01-23,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",AI overview
moving from ottawa to toronto,5,5,110,6,8.15,https://prestigemoving.ca/long-distance-movers-from-ottawa-to-toronto/,0,0,0.00,0.88,81500000,"[33,33,33,66,9,9,9,100,100,100,100,80]",2026-01-23,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",People also ask
moving from ottawa to toronto,11,11,110,6,8.15,https://prestigemoving.ca/long-distance-movers-from-ottawa-to-toronto/,0,0,0.00,0.88,81500000,"[33,33,33,66,9,9,9,100,100,100,100,80]",2026-01-23,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
moving from ottawa to toronto,80,80,110,6,8.15,https://prestigemoving.ca/ottawa-to-toronto-movers-service/,0,0,0.00,0.88,81500000,"[33,33,33,66,9,9,9,100,100,100,100,80]",2026-01-23,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
your friend with a cube van,6,6,140,33,1.98,http://prestigemoving.ca/moving-companies-near-me-the-ultimate-guide-to-choosing-the-best-movers-in-your-area/,0,0,0.00,0.1,29000000,"[22,22,18,29,29,29,29,29,35,29,29,35]",2026-02-10,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",navigational,People also ask
music box piano movers,65,65,110,19,2.23,https://vancouver.prestigemoving.ca/services/piano-moving,0,0,0.00,0.29,3350000,"[41,52,52,82,82,82,82,82,82,100,64,52]",2026-03-05,"Local pack, Video, People also ask, Related searches",commercial,Organic
assemble the furniture,94,94,110,8,2.83,https://prestigemoving.ca/furniture-assembly-ottawa,0,0,0.00,0.89,38000000,"[66,0,42,52,52,52,52,42,52,66,42,52]",2026-03-03,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
movers from vancouver to calgary,79,79,90,2,0.00,https://vancouver.prestigemoving.ca/services/long-distance-moving,0,0,0.00,0.17,390000,"[14,78,78,14,14,14,64,64,78,78,100,100]",2026-03-17,"Sitelinks, Video, Related searches",informational,Organic
best canadian moving companies,39,39,390,47,4.78,https://prestigemoving.ca/best-rated-ottawa-movers-2025/,0,0,0.00,0.8,236000000,"[54,54,54,66,54,66,54,66,81,81,81,81]",2026-02-08,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
what to change address on when moving,85,85,110,30,0.00,https://prestigemoving.ca/blog/post-move-to-do-list-ottawa,0,0,0.00,0.01,1120000000,"[11,42,26,80,42,100,34,34,26,34,34,26]",2026-02-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
what to change address on when moving,97,97,110,30,0.00,https://prestigemoving.ca/blog/post-move-to-do-list-ottawa,0,0,0.00,0.01,1120000000,"[11,42,26,80,42,100,34,34,26,34,34,26]",2026-02-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
moving companies in ottawa ontario,53,53,390,47,6.95,https://prestigemoving.ca/,0,0,0.00,0.86,7560000,"[30,34,3,3,3,3,4,24,5,16,7,3]",2026-01-29,"Local pack, People also ask, Related searches",commercial,Organic
vancouver commercial movers,32,32,90,27,13.74,https://vancouver.prestigemoving.ca/services/commercial-moving,0,0,0.00,0.58,0,"[0,64,64,64,11,11,64,64,64,41,64,100]",2026-03-16,"Local pack, Related searches",commercial,Organic
moving company affordable,50,50,390,36,4.58,https://prestigemoving.ca/affordable-movers-in-ottawa/,0,0,0.00,0.93,260000000,"[81,81,54,100,29,44,19,36,23,54,54,29]",2026-02-10,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
montreal to toronto moving company,21,21,140,14,0.00,https://prestigemoving.ca/montreal-to-toronto-professional-movers-reliable-long-distance-moving-services/,0,0,0.00,0,9950000,"[33,52,66,66,52,52,33,100,100,80,100,80]",2026-02-03,"Sitelinks, People also ask, Related searches",commercial,Organic
fast moving services,97,97,70,15,2.01,https://prestigemoving.ca/local-movers-ottawa,0,0,0.00,0.11,639000000,"[81,63,63,63,63,63,100,63,63,81,63,63]",2026-02-27,"Local pack, People also ask, Related searches, AI overview",commercial,Organic
moving from montreal to ottawa,10,10,90,4,5.65,https://prestigemoving.ca/moving-from-montreal-to-ottawa,0,0,0.00,0.37,0,"[1,1,1,1,1,1,8,8,8,7,5,8]",2026-03-17,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
moving from montreal to ottawa,31,31,90,4,5.65,https://prestigemoving.ca/long-distance-moving-from-ottawa-to-toronto-montreal-and-beyond/,0,0,0.00,0.37,0,"[1,1,1,1,1,1,8,8,8,7,5,8]",2026-03-17,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
moving from montreal to ottawa,43,43,90,4,5.65,https://prestigemoving.ca/long-distance-moving-from-ottawa-to-toronto-montreal-and-beyond/,0,0,0.00,0.37,0,"[1,1,1,1,1,1,8,8,8,7,5,8]",2026-03-17,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
moving from montreal to ottawa,49,49,90,4,5.65,https://prestigemoving.ca/ottawa-to-montreal-movers,0,0,0.00,0.37,0,"[1,1,1,1,1,1,8,8,8,7,5,8]",2026-03-17,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
moving jacuzzi,91,91,590,23,2.02,https://prestigemoving.ca/blog/your-hot-tub-in-ottawa-professional-movers-you-can-trust,0,0,0.00,0.66,38300000,"[21,21,26,48,100,88,88,32,48,100,48,48]",2026-02-22,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
faster moving services,29,29,50,12,2.01,https://prestigemoving.ca/need-urgent-moving-services-in-ottawa-get-a-free-quote-fast/,0,0,0.00,0.11,1450000000,"[81,63,63,81,0,63,0,81,63,81,63,9]",2026-02-09,"Knowledge panel, Related searches",navigational,Organic
moving vancouver,3,3,390,40,11.54,https://prestigemoving.ca/blog/the-best-day-of-the-week-to-move,0,0,0.00,0.76,160000000,"[24,6,8,6,100,8,8,30,30,24,30,67]",2026-02-28,"Local pack, Video, Image, People also ask, Related searches",commercial,People also ask
ottawa piano moving services,51,51,110,17,2.15,https://prestigemoving.ca/expert-piano-movers-in-ottawa/,0,0,0.00,0.4,696000,"[7,7,100,65,80,53,34,26,26,100,34,26]",2026-02-17,"Local pack, Image, People also ask, Related searches",commercial,Organic
ottawa piano moving services,62,62,110,17,2.15,https://prestigemoving.ca/piano-moving-services-in-ottawa-prestige-moving/,0,0,0.00,0.4,696000,"[7,7,100,65,80,53,34,26,26,100,34,26]",2026-02-17,"Local pack, Image, People also ask, Related searches",commercial,Organic
ottawa piano moving services,99,99,110,17,2.15,https://prestigemoving.ca/blog/piano-moving-ottawa-specialists,0,0,0.00,0.4,696000,"[7,7,100,65,80,53,34,26,26,100,34,26]",2026-02-17,"Local pack, Image, People also ask, Related searches",commercial,Organic
best moving companies etobicoke,6,6,70,14,9.05,http://prestigemoving.ca/moving-companies-near-me-the-ultimate-guide-to-choosing-the-best-movers-in-your-area/,0,0,0.00,0.57,195000,"[7,7,19,34,42,26,7,19,15,42,42,34]",2026-02-10,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,People also ask
ottawa senior moves,19,19,170,16,0.00,https://prestigemoving.ca/,0,0,0.00,0,14400000,"[42,19,80,65,100,100,80,100,34,15,65,65]",2026-02-24,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
same day movers,20,20,260,15,7.80,https://prestigemoving.ca/top-rated-ottawa-movers-for-same-day-moving-services/,0,0,0.00,0.53,86000000,"[16,13,13,20,20,24,16,13,20,24,30,36]",2026-02-03,"Local pack, Video, People also ask, Related searches",informational,Organic
first rate movers inc,24,24,140,18,2.62,https://prestigemoving.ca/top-10-ottawa-movers-reviewed-who-deserves-your-trust/,0,0,0.00,0.37,33400000,"[42,53,53,26,53,65,65,53,53,53,53,42]",2026-02-11,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
first rate movers inc,68,68,140,18,2.62,https://prestigemoving.ca/,0,0,0.00,0.37,33400000,"[42,53,53,26,53,65,65,53,53,53,53,42]",2026-02-11,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
top rated movers,29,29,110,23,5.86,https://prestigemoving.ca/top-10-ottawa-movers-reviewed-who-deserves-your-trust/,0,0,0.00,0.7,0,"[43,28,28,43,34,43,43,21,28,43,28,15]",2026-03-15,"Knowledge panel, Sitelinks, Related searches, AI overview","commercial, informational",Organic
student movers london ontario,31,31,70,7,3.11,https://prestigemoving.ca/services/student-moving,0,0,0.00,0.35,25600000,"[14,14,18,6,6,4,14,18,18,8,18,22]",2026-03-17,"Local pack, Video, Image, Related searches",commercial,Organic
student movers london ontario,95,95,70,7,3.11,https://prestigemoving.ca/services/student-moving,0,0,0.00,0.35,25600000,"[14,14,18,6,6,4,14,18,18,8,18,22]",2026-03-17,"Local pack, Video, Image, Related searches",commercial,Organic
